Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
Cable Head;missing;30;Case31;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;3;0;90.0;2012-02-07 15:48:00;948;2;1;15;93.0;345.0;3;34
Spur Gear;missing;69;Case12;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;143.0;2012-02-07 16:05:00;965;2;1;16;22.0;17825.0;21;34
Ballnut;missing;30;Case223;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;18;0;50.0;2012-02-07 16:09:00;969;2;1;16;3173.0;21709.0;20;34
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;170.0;2012-02-07 16:10:00;970;2;1;16;90.0;47538.0;44;34
Piston;missing;200;Case192;regular;Turning & Milling - Machine 9;ID4132;S;Machine 9 - Turning & Milling;1;0;383.0;2012-02-07 16:17:00;977;2;1;16;39188.0;39257.0;3;34
Spur Gear;missing;69;Case12;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;44;0;170.0;2012-02-07 16:38:00;998;2;1;16;33.0;17858.0;22;34
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;47;0;203.0;2012-02-07 17:42:00;1062;2;1;17;205.0;33336.0;22;34
Spur Gear;missing;12;Case273;regular;Round Grinding - Manual;ID4528;S;Machine 27 - Grinding;0;0;75.0;2012-02-07 17:45:00;1065;2;1;17;225.0;29010.0;8;34
Spur Gear;missing;36;Case40;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;36;0;55.0;2012-02-07 17:45:00;1065;2;1;17;9262.0;11164.0;8;34
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;1;0;172.0;2012-02-07 18:52:00;1132;2;1;18;189.0;2182.0;4;34
Spur Gear;missing;12;Case273;regular;Round Grinding - Machine 12;ID4872;S;Machine 12 - Grinding;0;0;39.0;2012-02-07 23:03:00;1383;2;1;23;318.0;29328.0;9;34
Spur Gear;missing;12;Case273;regular;Round Grinding - Machine 12;ID4872;D;Machine 12 - Grinding;2;0;42.0;2012-02-07 23:46:00;1426;2;1;23;43.0;29371.0;10;34
Bearing;missing;60;Case261;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-08 01:15:00;75;2;2;1;694.0;1390.0;6;34
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 2;ID4445;D;Machine 2 - Round Grinding;123;0;360.0;2012-02-08 02:01:00;121;2;2;2;499.0;33835.0;23;33
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;431.0;2012-02-08 03:38:00;218;2;2;3;526.0;2708.0;5;33
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 2;ID4445;S;Machine 2 - Round Grinding;0;0;50.0;2012-02-08 04:40:00;280;2;2;4;20530.0;38085.0;19;33
Cable Head;Y;30;Case31;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;26;0;545.0;2012-02-08 05:12:00;312;2;2;5;804.0;1149.0;4;32
Cable Head;missing;155;Case63;deviant;Turning & Milling - Machine 4;ID4529;S;Machine 4 - Turning & Milling;0;0;58.0;2012-02-08 06:32:00;392;2;2;6;0.0;0.0;1;33
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;27;0;185.0;2012-02-08 06:44:00;404;2;2;6;186.0;2894.0;6;33
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 2;ID4445;D;Machine 2 - Round Grinding;25;0;135.0;2012-02-08 06:55:00;415;2;2;6;135.0;38220.0;20;33
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;8.0;2012-02-08 07:04:00;424;2;2;7;0.0;0.0;1;34
Bearing;missing;73;Case6;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;16.0;2012-02-08 07:06:00;426;2;2;7;22.0;2916.0;7;34
Punch Plate;Y;151;Case21;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;30.0;2012-02-08 07:30:00;450;2;2;7;35.0;38255.0;21;34
Piston;missing;200;Case192;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;95.0;2012-02-08 08:40:00;520;2;2;8;983.0;40240.0;4;34
Piston;missing;200;Case192;regular;Turning & Milling - Machine 9;ID4132;S;Machine 9 - Turning & Milling;0;0;84.0;2012-02-08 08:41:00;521;2;2;8;1.0;40241.0;5;34
Cable Head;missing;150;Case67;regular;Laser Marking - Machine 7;ID3846;D;Machine 7- Laser Marking;56;0;28.0;2012-02-08 09:33:00;573;2;2;9;1283.0;7840.0;18;34
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 2;ID0420;D;Machine 2 - Round Grinding;54;0;169.0;2012-02-08 09:57:00;597;2;2;9;147.0;38402.0;22;34
Spur Gear;missing;20;Case41;regular;Round Grinding - Machine 3;ID4385;S;Machine 3 - Round Grinding;0;0;187.0;2012-02-08 10:07:00;607;2;2;10;1267.0;20092.0;10;34
Spur Gear;missing;36;Case40;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;36;0;24.0;2012-02-08 10:21:00;621;2;2;10;996.0;12160.0;9;34
Bearing;missing;60;Case261;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;60;0;38.0;2012-02-08 10:59:00;659;2;2;10;584.0;1974.0;7;34
Spur Gear;missing;12;Case273;regular;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;10;0;259.0;2012-02-08 11:30:00;690;2;2;11;704.0;30075.0;11;34
Spur Gear;missing;20;Case41;regular;Round Grinding - Machine 3;ID4385;D;Machine 3 - Round Grinding;20;0;190.0;2012-02-08 13:17:00;797;2;2;13;190.0;20282.0;11;34
Cable Head;missing;150;Case67;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;92;0;159.0;2012-02-08 13:39:00;819;2;2;13;246.0;8086.0;19;34
Bearing;missing;60;Case261;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;60;0;37.0;2012-02-08 13:58:00;838;2;2;13;179.0;2153.0;8;34
Spur Gear;missing;40;Case242;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;2;0;439.0;2012-02-08 14:19:00;859;2;2;14;0.0;0.0;1;35
Bearing;missing;73;Case6;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;474.0;2012-02-08 14:44:00;884;2;2;14;458.0;3374.0;8;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID4132;D;Machine 9 - Turning & Milling;7;0;423.0;2012-02-08 15:46:00;946;2;2;15;425.0;40666.0;6;35
Spur Gear;missing;40;Case242;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;3;0;91.0;2012-02-08 15:50:00;950;2;2;15;91.0;91.0;2;35
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 2;ID0420;D;Machine 2 - Round Grinding;62;0;186.0;2012-02-08 16:34:00;994;2;2;16;397.0;38799.0;23;35
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;0;0;552.0;2012-02-08 16:34:00;994;2;2;16;570.0;570.0;2;35
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID4219;D;Machine 8 - Turning & Milling;33;0;663.0;2012-02-08 18:03:00;1083;2;2;18;199.0;3573.0;9;35
Spur Gear;missing;40;Case242;deviant;Turning & Milling - Machine 6;ID4167;D;Machine 6 - Turning & Milling;4;0;222.0;2012-02-08 20:12:00;1212;2;2;20;262.0;353.0;3;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;0;0;3.0;2012-02-08 20:17:00;1217;2;2;20;271.0;40937.0;7;35
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;209.0;2012-02-08 23:45:00;1425;2;2;23;431.0;1001.0;3;35
Bearing;missing;73;Case6;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;11;0;238.0;2012-02-09 00:37:00;37;2;3;0;394.0;3967.0;10;35
Spur Gear;missing;12;Case273;regular;Packing;ID4491;D;Packing;12;0;60.0;2012-02-09 01:00:00;60;2;3;1;810.0;30885.0;12;35
Bearing;missing;73;Case6;deviant;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-09 01:15:00;75;2;3;1;38.0;4005.0;11;35
Spur Gear;missing;40;Case242;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;17;0;390.0;2012-02-09 02:46:00;166;2;3;2;394.0;747.0;4;35
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4529;S;Machine 4 - Turning & Milling;0;0;173.0;2012-02-09 02:46:00;166;2;3;2;181.0;1182.0;4;35
Cable Head;missing;155;Case63;deviant;Turning & Milling - Machine 4;ID4529;S;Machine 4 - Turning & Milling;0;0;139.0;2012-02-09 05:08:00;308;2;3;5;1356.0;1356.0;2;35
Ballnut;missing;75;Case52;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;13;0;87.0;2012-02-09 06:36:00;396;2;3;6;0.0;0.0;1;36
Bearing;missing;73;Case6;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;73;0;9.0;2012-02-09 07:23:00;443;2;3;7;368.0;4373.0;12;36
Piston;Y;200;Case192;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;100.0;2012-02-09 08:40:00;520;2;3;8;743.0;41680.0;8;36
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;1;0;131.0;2012-02-09 09:09:00;549;2;3;9;383.0;1565.0;5;36
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID4132;D;Machine 9 - Turning & Milling;3;0;181.0;2012-02-09 10:13:00;613;2;3;10;93.0;41773.0;9;36
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;76.0;2012-02-09 10:26:00;626;2;3;10;77.0;1642.0;6;36
Cable Head;missing;250;Case178;regular;Grinding Rework - Machine 27;ID4528;D;Machine 27 - Grinding;0;0;47.0;2012-02-09 10:49:00;649;2;3;10;14599.0;55079.0;19;36
Adjusting Nut;missing;28;Case58;regular;Round Grinding - Manual;ID4528;S;Machine 27 - Grinding;0;0;27.0;2012-02-09 11:16:00;676;2;3;11;0.0;0.0;1;37
Fastener;missing;50;Case73;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;62.0;2012-02-09 11:55:00;715;2;3;11;89.0;1731.0;7;37
Spur Gear;missing;12;Case273;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;305.0;2012-02-09 11:59:00;719;2;3;11;659.0;31544.0;13;37
Spur Gear;missing;12;Case273;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;12;0;1.0;2012-02-09 13:32:00;812;2;3;13;93.0;31637.0;14;37
Adjusting Nut;missing;28;Case58;regular;Round Grinding - Manual;ID4528;S;Machine 27 - Grinding;0;0;69.0;2012-02-09 13:37:00;817;2;3;13;141.0;141.0;2;37
Spur Gear;missing;40;Case242;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;1;0;49.0;2012-02-09 15:41:00;941;2;3;15;775.0;1522.0;5;36
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;6;0;340.0;2012-02-09 15:56:00;956;2;3;15;343.0;42116.0;10;36
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;22;0;338.0;2012-02-09 16:05:00;965;2;3;16;250.0;1981.0;8;36
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID4132;S;Machine 10 - Grinding;1;0;201.0;2012-02-09 17:48:00;1068;2;3;17;0.0;0.0;1;37
Spur Gear;missing;12;Case273;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;189.0;2012-02-09 18:00:00;1080;2;3;18;268.0;31905.0;15;36
Adjusting Nut;missing;28;Case58;regular;Round Grinding - Manual;ID4872;D;Machine 27 - Grinding;10;0;132.0;2012-02-09 18:14:00;1094;2;3;18;277.0;418.0;3;36
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID4641;S;Machine 10 - Grinding;0;0;69.0;2012-02-09 21:22:00;1282;2;3;21;214.0;214.0;2;36
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;17;0;262.0;2012-02-09 21:36:00;1296;2;3;21;331.0;2312.0;9;36
Fastener;missing;50;Case73;deviant;Turning & Milling - Machine 4;ID0997;D;Machine 4 - Turning & Milling;10;0;148.0;2012-02-09 22:43:00;1363;2;3;22;67.0;2379.0;10;35
Slip Ring Adapter;missing;80;Case195;regular;Round Grinding - Machine 2;ID4355;S;Machine 2 - Round Grinding;0;0;79.0;2012-02-09 23:50:00;1430;2;3;23;5233.0;13485.0;7;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4167;S;Machine 6 - Turning & Milling;3;0;417.0;2012-02-10 00:13:00;13;2;4;0;6777.0;11554.0;6;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID0997;D;Machine 6 - Turning & Milling;16;0;358.0;2012-02-10 06:34:00;394;2;4;6;381.0;11935.0;7;35
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID4641;D;Machine 10 - Grinding;11;0;562.0;2012-02-10 06:44:00;404;2;4;6;562.0;776.0;3;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;11;0;631.0;2012-02-10 06:45:00;405;2;4;6;889.0;43005.0;11;35
Bearing;missing;70;Case55;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;31.0;2012-02-10 07:30:00;450;2;4;7;46.0;822.0;4;35
Ballnut;missing;250;Case28;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;57.0;2012-02-10 07:47:00;467;2;4;7;73.0;12008.0;8;35
Bearing;missing;73;Case6;deviant;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;73;0;45.0;2012-02-10 09:16:00;556;2;4;9;1553.0;5926.0;13;35
Slip Ring Adapter;missing;80;Case195;regular;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;147.0;2012-02-10 09:52:00;592;2;4;9;602.0;14087.0;8;35
Piston;Y;200;Case192;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;63.0;2012-02-10 10:40:00;640;2;4;10;235.0;43240.0;12;35
Cable Head;missing;155;Case63;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;64.0;2012-02-10 11:00:00;660;2;4;11;1792.0;3148.0;3;35
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;50.0;2012-02-10 12:00:00;720;2;4;12;4070.0;51608.0;45;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4429;B;Machine 6 - Turning & Milling;0;0;302.0;2012-02-10 12:29:00;749;2;4;12;282.0;12290.0;9;35
Cable Head;missing;155;Case63;deviant;Turning & Milling - Machine 4;ID4429;D;Machine 4 - Turning & Milling;9;0;180.0;2012-02-10 12:33:00;753;2;4;12;93.0;3241.0;4;35
Slip Ring Adapter;missing;80;Case195;regular;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;9;0;171.0;2012-02-10 12:44:00;764;2;4;12;172.0;14259.0;9;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;6;0;359.0;2012-02-10 12:53:00;773;2;4;12;133.0;43373.0;13;35
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID3846;D;Machine 10 - Grinding;10;0;341.0;2012-02-10 12:53:00;773;2;4;12;323.0;1145.0;5;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4932;D;Machine 6 - Turning & Milling;1;0;44.0;2012-02-11 11:31:00;691;2;5;11;1382.0;13672.0;10;35
Cable Head;missing;155;Case63;deviant;Turning & Milling - Machine 4;ID4794;D;Machine 4 - Turning & Milling;35;0;420.0;2012-02-11 19:00:00;1140;2;5;19;1827.0;5068.0;5;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4794;B;Machine 6 - Turning & Milling;0;0;599.0;2012-02-11 21:59:00;1319;2;5;21;628.0;14300.0;11;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4794;B;Machine 6 - Turning & Milling;0;0;122.0;2012-02-12 00:11:00;11;2;6;0;132.0;14432.0;12;35
Cable Head;missing;185;Case225;deviant;Packing;ID4820;D;Packing;48;0;60.0;2012-02-12 01:00:00;60;2;6;1;2220.0;53828.0;46;35
Cable Head;missing;5;Case245;deviant;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-02-12 01:15:00;75;2;6;1;26392.0;33638.0;10;35
Spur Gear;missing;12;Case72;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-12 01:15:00;75;2;6;1;6685.0;7673.0;4;35
Ballnut;missing;36;Case37;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;19;0;300.0;2012-02-12 05:00:00;300;2;6;5;8478.0;18161.0;11;35
Adjusting Nut;missing;28;Case58;regular;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;18;0;418.0;2012-02-12 06:12:00;372;2;6;6;3598.0;4016.0;4;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID4132;D;Machine 9 - Turning & Milling;9;0;507.0;2012-02-12 06:37:00;397;2;6;6;2504.0;45877.0;14;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;18;0;386.0;2012-02-12 06:37:00;397;2;6;6;386.0;14818.0;13;35
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID4132;D;Machine 10 - Grinding;15;0;512.0;2012-02-12 06:37:00;397;2;6;6;2504.0;3649.0;6;35
Cable Head;missing;155;Case63;deviant;Turning & Milling - Machine 4;ID4794;D;Machine 4 - Turning & Milling;41;0;1050.0;2012-02-12 06:38:00;398;2;6;6;698.0;5766.0;6;35
Slip Ring Adapter;missing;80;Case195;regular;Round Grinding - Machine 2;ID4528;D;Machine 2 - Round Grinding;36;0;529.0;2012-02-12 06:53:00;413;2;6;6;2529.0;16788.0;10;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;0;0;15.0;2012-02-12 07:06:00;426;2;6;7;29.0;45906.0;15;35
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID4641;D;Machine 10 - Grinding;1;0;29.0;2012-02-12 07:27:00;447;2;6;7;50.0;3699.0;7;35
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;48;0;60.0;2012-02-12 08:00:00;480;2;6;8;420.0;54248.0;47;35
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4167;D;Machine 6 - Turning & Milling;4;0;51.0;2012-02-12 08:00:00;480;2;6;8;83.0;14901.0;14;35
Ballnut;missing;250;Case28;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;179.0;2012-02-12 09:49:00;589;2;6;9;109.0;15010.0;15;35
Cable Head;missing;155;Case63;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;15;0;684.0;2012-02-12 10:00:00;600;2;6;10;202.0;5968.0;7;35
Bearing;missing;73;Case6;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;72;0;47.0;2012-02-12 10:26:00;626;2;6;10;2950.0;8876.0;14;35
Cable Head;missing;155;Case63;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;55;0;218.0;2012-02-12 10:45:00;645;2;6;10;45.0;6013.0;8;34
Spur Gear;missing;12;Case72;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;1;0;1.0;2012-02-12 10:47:00;647;2;6;10;572.0;8245.0;5;34
Cable Head;missing;185;Case225;deviant;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;169.0;2012-02-12 13:42:00;822;2;6;13;342.0;54590.0;48;34
Spur Gear;missing;12;Case72;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;206.0;2012-02-12 14:13:00;853;2;6;14;206.0;8451.0;6;34
Ballnut;missing;36;Case37;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;36;0;200.0;2012-02-12 15:26:00;926;2;6;15;626.0;18787.0;12;34
Spur Gear;missing;12;Case72;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;11;0;75.0;2012-02-12 15:27:00;927;2;6;15;74.0;8525.0;7;34
Slip Ring Adapter;missing;80;Case195;regular;Round Grinding - Machine 2;ID4445;D;Machine 2 - Round Grinding;35;0;473.0;2012-02-12 15:51:00;951;2;6;15;538.0;17326.0;11;34
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;7;0;419.0;2012-02-12 15:59:00;959;2;6;15;533.0;46439.0;16;34
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID3846;D;Machine 10 - Grinding;13;0;415.0;2012-02-12 15:59:00;959;2;6;15;512.0;4211.0;8;34
Slip Ring Adapter;missing;80;Case195;regular;Round Grinding - Q.C.;ID4287;D;Quality Check 1;80;0;88.0;2012-02-12 17:40:00;1060;2;6;17;109.0;17435.0;12;34
other;missing;720;Case87;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;428.0;2012-02-12 17:55:00;1075;2;6;17;0.0;0.0;1;35
Piston;Y;200;Case192;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;21.0;2012-02-12 18:03:00;1083;2;6;18;124.0;46563.0;17;35
Ballnut;missing;36;Case37;deviant;Round Grinding - Machine 3;ID4385;S;Machine 3 - Round Grinding;0;0;150.0;2012-02-12 22:30:00;1350;2;6;22;424.0;19211.0;13;35
Bearing;missing;70;Case55;deviant;Turn & Mill. & Screw Assem - Machine 10;ID4132;D;Machine 10 - Grinding;9;0;398.0;2012-02-12 22:44:00;1364;2;6;22;405.0;4616.0;9;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID4132;D;Machine 9 - Turning & Milling;8;0;437.0;2012-02-12 23:24:00;1404;2;6;23;321.0;46884.0;18;35
Ballnut;missing;36;Case37;deviant;Round Grinding - Machine 3;ID4385;D;Machine 3 - Round Grinding;4;0;60.0;2012-02-12 23:30:00;1410;2;6;23;60.0;19271.0;14;35
Cable Head;missing;185;Case225;deviant;Packing;ID4820;D;Packing;14;0;60.0;2012-02-13 01:00:00;60;2;0;1;678.0;55268.0;49;35
Spur Gear;missing;20;Case41;regular;Packing;ID4820;D;Packing;20;0;60.0;2012-02-13 01:00:00;60;2;0;1;6463.0;26745.0;12;35
other;missing;720;Case87;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;311.0;2012-02-13 01:06:00;66;2;0;1;431.0;431.0;2;35
other;missing;16;Case190;regular;Final Inspection Q.C.;ID4493;D;Quality Check 1;0;0;75.0;2012-02-13 01:15:00;75;2;0;1;20853.0;48975.0;4;35
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID4794;D;Machine 9 - Turning & Milling;8;0;413.0;2012-02-13 06:41:00;401;2;0;6;437.0;47321.0;19;35
Ballnut;missing;4;Case92;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;131.0;2012-02-13 06:43:00;403;2;0;6;0.0;0.0;1;36
other;missing;720;Case87;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;13;0;345.0;2012-02-13 06:52:00;412;2;0;6;346.0;777.0;3;35
Plug;missing;13;Case25;deviant;Round Grinding - Q.C.;ID4163;D;Quality Check 1;0;0;40.0;2012-02-13 08:40:00;520;2;0;8;16970.0;35774.0;19;35
Ballnut;missing;36;Case37;deviant;Round Grinding - Machine 3;ID4355;D;Machine 3 - Round Grinding;8;0;128.0;2012-02-13 09:08:00;548;2;0;9;578.0;19849.0;15;34
Piston;Y;200;Case192;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;60;0;139.0;2012-02-13 09:49:00;589;2;0;9;188.0;47509.0;20;34
Piston;Y;200;Case192;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;6;0;22.0;2012-02-13 10:02:00;602;2;0;10;13.0;47522.0;21;34
Plug;missing;13;Case25;deviant;Round Grinding - Q.C.;ID4163;D;Quality Check 1;0;0;90.0;2012-02-13 10:30:00;630;2;0;10;110.0;35884.0;20;34
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;14;0;50.0;2012-02-13 12:00:00;720;2;0;12;660.0;55928.0;50;34
Spur Gear;missing;20;Case41;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;20;0;263.0;2012-02-13 14:18:00;858;2;0;14;798.0;27543.0;13;33
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;1;0;438.0;2012-02-13 14:34:00;874;2;0;14;272.0;47794.0;22;33
Spur Gear;missing;10;Case39;regular;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;1;0;463.0;2012-02-13 15:22:00;922;2;0;15;0.0;0.0;1;34
Piston;Y;200;Case192;regular;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;81.0;2012-02-13 15:58:00;958;2;0;15;84.0;47878.0;23;34
